Sida,Klick,Exponeringar,CTR,position
https://seb.se/bors-och-finans/fonder/fonder-for-pa-16,90,276,32.61%,5
https://seb.se/hitta-bankkontor/seb-i-falkenberg,89,2982,2.98%,31.4
https://seb.se/var-kundservice/1184/vad-ar-e-legitimation/,89,2666,3.34%,33.87
https://seb.se/privat/livet/nar-barnen-ska-flytta-hemifran/checklista-tips-nar-barnen-flyttar-hemifran,89,2514,3.54%,26.47
https://seb.se/foretag/utland/sakra-din-affar/online-trade-finance,89,1478,6.02%,9.19
https://seb.se/kundservice/hitta-bankkontor/seb-i-visby,89,940,9.47%,5.76
https://seb.se/privat/spara-och-placera/spara-i-fonder/fonders-nyheter/seb-green-bond-fund,89,383,23.24%,3.52
https://seb.se/foretag/spara-och-placera/spara-till-foretaget,88,2983,2.95%,19.39
https://seb.se/hitta-bankkontor/seb-i-lysekil,88,1582,5.56%,8.71
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-VARLD.pdf,88,842,10.45%,3.49
https://seb.se/foretag/spara-och-placera/skog-och-lantbruk/skogsagare/skogskonto,87,2953,2.95%,9.73
https://seb.se/privat/livet/hantera-dodsfall/vi-ar-alla-olika-aven-i-sorgen,87,2247,3.87%,16.81
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/hitta-bostad-och-ga-pa-visning,87,2036,4.27%,12.33
https://seb.se/pow/content/fonder/fonder_pdf/InfoSkattedom_MicroCap.pdf,87,2021,4.3%,4.32
https://seb.se/pow/content/produkter/internetkontoret/A6636_vplac.pdf,87,1666,5.22%,5.53
https://seb.se/privat/pension-och-forsakring/forsakringsinformation-traditionell-forsakring,87,1488,5.85%,7.6
https://seb.se/pow/apps/common/sparkalkyl/sparkalkyl.html,87,984,8.84%,2.67
https://seb.se/borlange,86,13113,0.66%,5.55
https://seb.se/varnamo,86,9688,0.89%,5.25
https://seb.se/privat/spara-och-placera/aktier-och-andra-placeringar/ny-borsnotering-traton-group,86,6261,1.37%,13.55
https://seb.se/hitta-bankkontor/seb-i-goteborg-linnegatan,86,5470,1.57%,6.81
https://seb.se/foretag/pension-och-forsakring/vardforsakringar/nya-skatteregler-for-vardforsakring,86,4314,1.99%,16.47
https://seb.se/hitta-bankkontor/seb-i-uppsala-rapsgatan,86,3369,2.55%,19.91
https://seb.se/hitta-bankkontor/seb-i-stockholm-mynttorget,86,2997,2.87%,15.56
https://seb.se/foretag/digitala-tjanster/internetbanken-foretag/koppla-ditt-affarssystem-till-oss,86,2137,4.02%,21.04
https://seb.se/kundservice/hitta-bankkontor/seb-i-borlange,86,1012,8.5%,6.65
https://seb.se/karlskoga,85,11826,0.72%,5.7
https://seb.se/skelleftea,85,7968,1.07%,6.79
https://seb.se/pow/content/tryggliv/pdf/TLV50048.pdf,85,1549,5.49%,5.15
https://seb.se/pow/kort/se/wallet/,85,1025,8.29%,3.67
https://seb.se/pow/content/pdf/ICS/ForeignCurrencyAcc.pdf,85,746,11.39%,5.52
https://seb.se/lomma,84,14994,0.56%,3.59
https://seb.se/bors-och-finans/index/svenska-index,84,11360,0.74%,4.71
https://seb.se/foretag/pension-och-forsakring/alla-produkter-och-tjanster-inom-pension-och-forsakring/trygg-pension,84,4370,1.92%,15.22
https://seb.se/kundservice/stangda-kontor/seb-i-haninge,84,3209,2.62%,4.99
https://seb.se/foretag/spara-och-placera/aktier-och-andra-placeringar,84,2774,3.03%,16.35
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx?A1=120&A2=314*,84,2686,3.13%,16
https://seb.se/foretag/finansiera/fakturafinansiering-och-kontokredit/kontokredit-foretag,84,1797,4.67%,9.86
https://seb.se/pow/content/produkter/kort/sparrservice_villkor.pdf,84,1592,5.28%,9.96
https://seb.se/foretag/pension-och-forsakring/alla-produkter-och-tjanster-inom-pension-och-forsakring/tjanstegrupplivforsakring-tgl,84,1558,5.39%,11.53
https://seb.se/kundservice/hitta-bankkontor/seb-i-varnamo,84,895,9.39%,5.22
https://seb.se/privat/lana/bolan-och-rantor/lanelofte-och-guide/hitta-bostad-och-ga-pa-visning/villa,83,6165,1.35%,28.85
https://seb.se/pow/fmk/2500/SAR/SEB_Fund_3.pdf,83,4555,1.82%,13.1
https://seb.se/var-kundservice/1113/nar-far-jag-besked-om-min-ansokan-om-enkla-lanet/,83,3478,2.39%,17.53
https://seb.se/pow/fmk/2500/fp_eng/FP_SEB_Fund_3.pdf,83,2688,3.09%,10.26
https://seb.se/om-seb/sa-bidrar-vi-till-en-hallbar-framtid/gron-finansiering,83,1321,6.28%,9.32
https://seb.se/media/jens-rad-nar-du-ska-forlanga-ditt-bolan,83,1288,6.44%,9.42
https://seb.se/foretag/pension-och-forsakring/alla-produkter-och-tjanster-inom-pension-och-forsakring/trygg-halsa,83,587,14.14%,11.97
https://seb.se/kungsportsavenyn,82,5983,1.37%,3.15
https://seb.se/pow/content/pdf/GuideIBP_English_2013.pdf,82,2258,3.63%,6.59
https://seb.se/pow/apps/kurslistafonder/kurslistafonder.aspx?A1=170&A2=6,82,1362,6.02%,6.32
https://seb.se/pow/content/produkter/betalningar/bankgiroinbetalningar_e0050.pdf,82,1037,7.91%,5.84
https://seb.se/kundservice/hitta-bankkontor/seb-i-karlskrona,82,857,9.57%,6.32
https://seb.se/ulricehamn,81,8054,1.01%,4.62
https://seb.se/privat/livet/brollop/tips-for-ett-lyckat-brollop,81,4004,2.02%,21.62
https://seb.se/privat/private-banking/vardagsekonomi,81,1628,4.98%,4.27
https://seb.se/foretag/bli-foretagskund/skriv-en-affarsplan,81,1081,7.49%,13.05
https://seb.se/foretag/betala-och-ta-betalt/betala/bankgiro-direkt,81,1026,7.89%,4.97
https://seb.se/om-seb/framtidens-kontor,80,10895,0.73%,11.67
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/ta-hand-om-din-tjanstepension,80,3705,2.16%,16.84
https://seb.se/pow/content/produkter/lan/bolan_65_folder.pdf,80,1452,5.51%,20.91
https://seb.se/pow/content/tryggliv/pdf/formansbeskattning_vardforsakr_final_seb_se.pdf,80,920,8.7%,25.34
https://seb.se/var-kundservice/10956/kan-jag-dolja-mitt-namn-nar-jag-anvander-swish/,80,760,10.53%,11.83
https://seb.se/privat/spara-och-placera/spara-i-fonder/fonders-nyheter/seb-euroland-gratis-byter-namn-till-seb-euroland-free-of-management-fee,80,533,15.01%,5.51
https://seb.se/foretag/utland/dodd-frank,80,493,16.23%,13.25
https://seb.se/privat/lana/privatlan-och-krediter/privatlan-enkla-lanet/hur-mycket-kan-jag-lana,79,14499,0.54%,3.35
https://seb.se/privat/lana/bolan-och-rantor/allman-information-om-bolan/kreditupplysning-och-andra-uppgifter,79,4336,1.82%,59.69
https://seb.se/var-kundservice/10460/hur-bestaller-jag-ett-kontobevis-for-mitt-konto/f53d6745-46e7-45b3-e980-198b1ad73741,79,1106,7.14%,3.7
https://seb.se/hitta-bankkontor/seb-i-ronneby,79,938,8.42%,11.83
https://seb.se/kundservice/kundservice-privat/vanliga-fragor-och-svar/fragor-och-svar-om-kontaktlosa-betalningar,79,830,9.52%,7.31
https://seb.se/pow/content/tryggliv/pdf/TLV50044.pdf,78,1259,6.2%,5.54
https://seb.se/privat/spara-och-placera/alla-produkter-och-tjanster-inom-spara-och-placera/servicekonto-vp-konto,78,791,9.86%,4.68
https://seb.se/Kundservice/hitta-bankkontor/seb-i-stockholm-odenplan,77,3163,2.43%,4.87
https://seb.se/hitta-bankkontor/seb-i-hono,77,1839,4.19%,13.04
https://seb.se/Privat/ekonomikollen/familj-och-juridik/sarkullbarn-tank-pa-det-har/,77,1426,5.4%,19.91
https://seb.se/privat/betala/kort/sebs-masterpass,77,890,8.65%,13.32
https://seb.se/visby,76,5548,1.37%,7.49
https://seb.se/pow/borsfinans/listor/id_POL_spots_pl.asp,76,1911,3.98%,30.59
https://seb.se/pow/content/produkter/vardepapper/privatobligationer_r1096.pdf,76,1177,6.46%,42.6
https://seb.se/media/sa-har-sparar-du-bast-till-barnen,75,2494,3.01%,13.08
https://seb.se/privat/ekonomikollen/bostad-och-bolan/tre-saker-att-tanka-pa-nar-du-koper-bostadsratt,75,2447,3.06%,18.83
https://seb.se/pow/kort/se/seb/reklamationsblankett.pdf,75,1862,4.03%,3.04
https://seb.se/pow/content/produkter/betalningar/betalservice_manual_r4582.pdf,75,1729,4.34%,9.92
https://seb.se/privat/private-banking/pension-och-forsakring/vardforsakring-kollektiv,75,1263,5.94%,22.43
https://seb.se/kundservice/hitta-bankkontor/seb-i-ornskoldsvik,75,891,8.42%,5.36
https://seb.se/bors-och-finans/valutor/spotpriser,74,9366,0.79%,6.48
https://seb.se/privat/spara-och-placera/sparguide/vad-ar-en-fond,74,7223,1.02%,12.9
https://seb.se/privat/lana/bolan-och-rantor/bolan/erbjudande-for-kunder-i-bjurfors,74,6646,1.11%,7.68
https://seb.se/foretag/betala-och-ta-betalt,74,2725,2.72%,10.46
https://seb.se/privat/lana/privatlan-och-krediter/medlemslan/ansok-om-medlemslan-for-lararforbundet,74,2546,2.91%,11.47
https://seb.se/stangda-kontor/seb-skarholmen-flyttat-till-sjodalstorget-huddinge,74,2468,3%,5.75
https://seb.se/var-kundservice/9530/hur-gor-jag-som-privatkund-for-att-byta-bank/,74,2093,3.54%,6.87
https://seb.se/foretag/betala-och-ta-betalt/ta-betalt-fran-utlandet/valutakonto,74,547,13.53%,6.67
https://seb.se/kundservice/hitta-bankkontor/seb-i-kungshamn,74,544,13.6%,5.24
https://seb.se/pow/content/fonder/rekommendationer/JOHCM_Global_Select_Fund.pdf,74,374,19.79%,5.46
https://seb.se/pow/kort/SE/cobrand/SAAB/PI0W_villkor_PM1722.pdf,73,4865,1.5%,5.45
https://seb.se/privat/livet/hantera-sjukdom/checklista-5-saker-att-tanka-pa-vid-sjukdom,73,3974,1.84%,36.18
https://seb.se/privat/lana/bolan-och-rantor/grona-bolanet/checklista,73,3603,2.03%,9.07
https://seb.se/stangda-kontor/seb-djursholm-flyttat-till-morby-centrum-danderyd,73,2079,3.51%,5.66
https://seb.se/blikund,73,1935,3.77%,7.49
https://seb.se/pow/fmk/2500/informationsbroschyr/i_SEB-TEKN.pdf,73,1889,3.86%,6.01
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/entrelosning-itp-2013,73,729,10.01%,5.13
https://seb.se/lysekil,72,9868,0.73%,4.65
https://seb.se/foretag/bli-foretagskund/valj-bolagsform-och-foretagsnamn,72,9504,0.76%,18.24
https://seb.se/pow/kort/SE/cobrand/SAAB/PN0W_convert_kk_mc_PM1711.pdf,72,4639,1.55%,4.65
https://seb.se/contentassets/f6d59c7a857248759700e98d28d08c4c/brev-och-kundbilaga_till-kunder-i-seb-teknologifond.pdf,72,1985,3.63%,5.84
https://seb.se/pow/content/produkter/betalningar/bankgiro_direkt_r1002.pdf,72,1040,6.92%,5.56
https://seb.se/stromstad,71,7998,0.89%,5.79
https://seb.se/foretag/betala-och-ta-betalt/betala/foretagskort/seb-corporate,71,4903,1.45%,4.11
https://seb.se/systemsidor/sok?q=Bankfack&sp=/om-seb/chatta-med-oss,71,1325,5.36%,10.36
https://seb.se/hitta-bankkontor/seb-i-hoganas,71,1099,6.46%,13.16
https://seb.se/kundservice/kundservice-privat,70,22899,0.31%,2.82
https://seb.se/kungshamn,70,9574,0.73%,5.43
https://seb.se/hono,70,8713,0.8%,5.14
https://seb.se/privat/spara-och-placera/sparguide/hur-mycket-ska-man-spara?belopp=0,70,1911,3.66%,32.23
https://seb.se/foretag/digitala-tjanster/automatiserade-tjanster/filkommunikation,70,1368,5.12%,9.48
https://seb.se/hitta-bankkontor/seb-i-gnosjo,70,1260,5.56%,13.99
https://seb.se/stangda-kontor/seb-enkoping-flyttat-till-stora-torget-vasteras,70,1223,5.72%,21.78
https://seb.se/pow/content/produkter/konton/A6630_v.pdf,70,1081,6.48%,17.49
https://seb.se/privat/spara-och-placera/spara-i-fonder/fonders-nyheter/seb-rysslandfond-c-eur-lux,70,907,7.72%,5.98
https://seb.se/privat/ekonomikollen/vardagsekonomi,70,437,16.02%,5.28
https://seb.se/rantor,69,3170,2.18%,30.75
https://seb.se/privat/lana/bolan-och-rantor/bolan/erbjudande-for-medlemmar-i-foretagarna,69,2588,2.67%,11.3
https://seb.se/privat/private-banking/seb-selected/for-dig-med-seb-selected/delbetala-fakturan,69,2145,3.22%,18.6
https://seb.se/kundservice/hitta-bankkontor/seb-i-lidingo,69,1201,5.75%,5.92
https://seb.se/juridik-och-sakerhet,69,652,10.58%,14.98
https://seb.se/stangda-kontor/seb-eslov-flyttat-till-kyrkogatan-lund,68,6056,1.12%,4.23
https://seb.se/foretag/utland/kompletterande-reseforsakring-for-foretag,68,3616,1.88%,4.75
https://seb.se/var-kundservice/1023/mitt-kort-gar-snart-ut-vad-behover-jag-gora/,68,3519,1.93%,8.75
https://seb.se/foretag/pension-och-forsakring/trygg-halsa,68,1695,4.01%,14.12
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/seb-pensionsportfolj-70--50-2013,68,458,14.85%,6.26
https://seb.se/klippan,67,12823,0.52%,3.79
https://seb.se/var-kundservice/1167/hur-bokar-jag-privatradgivning/,67,5241,1.28%,6.31
https://seb.se/privat/pension-och-forsakring/pensionsspara/tjanstepension-och-avtalspension/privatanstalld-tjansteman-itp/itp-2itpk-ett-viktigt-val-for-din-framtid,67,3409,1.97%,16.53
https://seb.se/privat/lana/privatlan-och-krediter/medlemslan/ansok-om-medlemslan-for-vision,67,2844,2.36%,4.01
https://seb.se/privat/pension-och-forsakring/alla-produkter-och-tjanster-inom-pension-och-forsakring/sak-och-hemforsakringar,66,2672,2.47%,45.78
https://seb.se/pow/BorsFinans/listor/id_mb_swap.asp,66,2375,2.78%,4.24
https://seb.se/var-kundservice/1197/hur-far-jag-enklast-reda-pa-mitt-saldo/,66,970,6.8%,15.49
https://seb.se/pow/content/tryggliv/pdf/TL86900.pdf,66,683,9.66%,4.48
